Order ID	Order Date	Ship Date	Ship Mode	Customer ID	Customer Name	Segment	Country	State	Region	Product ID	Category	Sub-Category	Product Name	Sales	Quantity	Profit	Returns	Payment Mode
US-2019-100461	8/1/2019	12/1/2019	Standard Class	JO-15145	Jack O'Briant	Corporate	United States	Wisconsin	Central	OFF-BI-10001460	Office Supplies	Binders	Plastic Binding Combs	106.05	7	49.84	0	Cards
US-2019-137295	8/1/2019	13-01-2019	Standard Class	VS-21820	Vivek Sundaresam	Consumer	United States	North Carolina	South	OFF-BI-10004236	Office Supplies	Binders	"XtraLife ClearVue Slant-D Ring Binder, White, 3"""	30.83	7	-24.66	0	Cards
US-2019-137295	8/1/2019	13-01-2019	Standard Class	VS-21820	Vivek Sundaresam	Consumer	United States	North Carolina	South	OFF-AR-10001955	Office Supplies	Art	Newell 319	47.62	3	5.95	0	COD
US-2019-137295	8/1/2019	13-01-2019	Standard Class	VS-21820	Vivek Sundaresam	Consumer	United States	North Carolina	South	TEC-PH-10004080	Technology	Phones	Avaya 5410 Digital phone	108.78	2	10.88	0	COD
CA-2019-108882	9/1/2019	15-01-2019	Standard Class	LA-16780	Laura Armstrong	Corporate	United States	California	West	TEC-AC-10000420	Technology	Accessories	Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning	349.95	5	118.98	0	COD
CA-2019-108882	9/1/2019	15-01-2019	Standard Class	LA-16780	Laura Armstrong	Corporate	United States	California	West	TEC-PH-10002726	Technology	Phones	netTALK DUO VoIP Telephone Service	377.93	9	141.72	0	Cards
CA-2019-126543	9/1/2019	13-01-2019	Second Class	MF-17665	Maureen Fritzler	Corporate	United States	Ohio	East	FUR-FU-10002445	Furniture	Furnishings	"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7"	15.17	2	3.79	0	Cards
CA-2019-116547	10/1/2019	17-01-2019	Standard Class	KB-16585	Ken Black	Corporate	United States	Washington	West	FUR-FU-10000076	Furniture	Furnishings	24-Hour Round Wall Clock	79.92	4	34.37	0	Cards
CA-2019-116547	10/1/2019	17-01-2019	Standard Class	KB-16585	Ken Black	Corporate	United States	Washington	West	TEC-AC-10002335	Technology	Accessories	Logitech Media Keyboard K200	69.98	2	13.3	0	COD
CA-2019-163937	10/1/2019	13-01-2019	Second Class	JB-16000	Joy Bell-	Consumer	United States	Washington	West	FUR-FU-10000010	Furniture	Furnishings	"DAX Value U-Channel Document Frames, Easel Back"	24.85	5	7.7	0	Cards
CA-2019-126529	11/1/2019	13-01-2019	Second Class	DE-13255	Deanra Eno	Home Office	United States	Ohio	East	OFF-PA-10001166	Office Supplies	Paper	Xerox 2	15.55	3	5.44	0	Online
CA-2019-126529	11/1/2019	13-01-2019	Second Class	DE-13255	Deanra Eno	Home Office	United States	Ohio	East	OFF-PA-10003656	Office Supplies	Paper	Xerox 1935	63.31	3	20.58	0	Cards
CA-2019-126529	11/1/2019	13-01-2019	Second Class	DE-13255	Deanra Eno	Home Office	United States	Ohio	East	TEC-PH-10000148	Technology	Phones	Cyber Acoustics AC-202b Speech Recognition Stereo Headset	15.59	2	-9.87	0	Online
CA-2019-141887	11/1/2019	15-01-2019	Standard Class	MP-17470	Mark Packer	Home Office	United States	Ohio	East	FUR-FU-10002268	Furniture	Furnishings	Ultra Door Push Plate	54.99	14	8.94	0	Online
CA-2019-133368	14/01/2019	20-01-2019	Standard Class	AG-10675	Anna Gayman	Consumer	United States	North Carolina	South	OFF-PA-10004039	Office Supplies	Paper	Xerox 1882	89.57	2	32.47	0	Cards
CA-2019-133368	14-01-2019	20-01-2019	Standard Class	AG-10675	Anna Gayman	Consumer	United States	North Carolina	South	FUR-FU-10003374	Furniture	Furnishings	Electrix Fluorescent Magnifier Lamps & Weighted Base	315.78	8	31.58	0	Online
CA-2019-152072	15-01-2019	19-01-2019	Standard Class	Dp-13240	Dean percer	Home Office	United States	New Jersey	East	OFF-EN-10003040	Office Supplies	Envelopes	Quality Park Security Envelopes	52.34	2	24.6	0	Cards
CA-2019-152072	15-01-2019	19-01-2019	Standard Class	Dp-13240	Dean percer	Home Office	United States	New Jersey	East	OFF-AR-10001573	Office Supplies	Art	American Pencil	4.66	2	1.35	0	COD
CA-2019-152072	15-01-2019	19-01-2019	Standard Class	Dp-13240	Dean percer	Home Office	United States	New Jersey	East	TEC-AC-10000844	Technology	Accessories	Logitech Gaming G510s - Keyboard	254.97	3	91.79	0	Cards
CA-2019-140746	15-01-2019	15-01-2019	Same Day	RC-19825	Roy Collins	Consumer	United States	Connecticut	East	FUR-TA-10002903	Furniture	Tables	"Bevis Round Bullnose 29"" High Table Top"	181.8	1	-15.58	0	COD
CA-2019-137848	15-01-2019	21-01-2019	Standard Class	WB-21850	William Brown	Consumer	United States	New York	East	OFF-EN-10001137	Office Supplies	Envelopes	"#10 Gummed Flap White Envelopes, 100/Box"	16.52	4	7.6	0	Online
CA-2019-137848	15-01-2019	21-01-2019	Standard Class	WB-21850	William Brown	Consumer	United States	New York	East	OFF-PA-10004285	Office Supplies	Paper	Xerox 1959	60.12	9	28.86	0	COD
CA-2019-137848	15-01-2019	21-01-2019	Standard Class	WB-21850	William Brown	Consumer	United States	New York	East	OFF-BI-10002225	Office Supplies	Binders	"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8"""	49.54	3	17.34	0	Cards
CA-2019-166912	15-01-2019	17-01-2019	First Class	BE-11335	Bill Eplett	Home Office	United States	New York	East	OFF-PA-10001033	Office Supplies	Paper	Xerox 1893	81.98	2	40.17	0	Online
CA-2019-121755	16-01-2019	20-01-2019	Second Class	EH-13945	Eric Hoffmann	Consumer	United States	California	West	OFF-BI-10001634	Office Supplies	Binders	Wilson Jones Active Use Binders	11.65	2	4.22	0	Cards
CA-2019-121755	16-01-2019	20-01-2019	Second Class	EH-13945	Eric Hoffmann	Consumer	United States	California	West	TEC-AC-10003027	Technology	Accessories	Imation 8GB Mini TravelDrive USB 2.0 Flash Drive	90.57	3	11.77	0	COD
CA-2019-116736	17-01-2019	21-01-2019	Standard Class	CC-12430	Chuck Clark	Home Office	United States	New Hampshire	East	FUR-FU-10004017	Furniture	Furnishings	"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49"""	322.59	3	64.52	0	COD
CA-2019-116736	17-01-2019	21-01-2019	Standard Class	CC-12430	Chuck Clark	Home Office	United States	New Hampshire	East	TEC-AC-10003628	Technology	Accessories	Logitech 910-002974 M325 Wireless Mouse for Web Scrolling	29.99	1	13.2	0	Online
CA-2019-116736	17-01-2019	21-01-2019	Standard Class	CC-12430	Chuck Clark	Home Office	United States	New Hampshire	East	TEC-AC-10002049	Technology	Accessories	Logitech G19 Programmable Gaming Keyboard	371.97	3	66.95	0	Online
CA-2019-106558	17-01-2019	21-01-2019	Standard Class	DL-13495	Dionis Lloyd	Corporate	United States	Georgia	South	TEC-AC-10001142	Technology	Accessories	First Data FD10 PIN Pad	316	4	31.6	0	Online
US-2019-167339	21-01-2019	23-01-2019	Second Class	TD-20995	Tamara Dahlen	Consumer	United States	California	West	FUR-CH-10004289	Furniture	Chairs	Global Super Steno Chair	153.57	2	-5.76	0	COD
US-2019-167339	21-01-2019	23-01-2019	Second Class	TD-20995	Tamara Dahlen	Consumer	United States	California	West	FUR-CH-10000785	Furniture	Chairs	Global Ergonomic Managers Chair	1013.49	7	76.01	0	COD
CA-2019-111010	22-01-2019	28-01-2019	Standard Class	PG-18895	Paul Gonzalez	Consumer	United States	New Jersey	East	OFF-FA-10003472	Office Supplies	Fasteners	Bagged Rubber Bands	7.56	6	0.3	0	COD
US-2019-135923	22-01-2019	28-01-2019	Standard Class	CM-11935	Carlos Meador	Consumer	United States	North Carolina	South	FUR-FU-10002107	Furniture	Furnishings	Eldon Pizzaz Desk Accessories	14.27	8	4.28	0	COD
US-2019-135923	22-01-2019	28-01-2019	Standard Class	CM-11935	Carlos Meador	Consumer	United States	North Carolina	South	FUR-BO-10002213	Furniture	Bookcases	"Sauder Forest Hills Library, Woodland Oak Finish"	451.14	4	-67.67	0	COD
US-2019-135923	22-01-2019	28-01-2019	Standard Class	CM-11935	Carlos Meador	Consumer	United States	North Carolina	South	OFF-AP-10000692	Office Supplies	Appliances	Fellowes Mighty 8 Compact Surge Protector	64.86	4	6.49	0	COD
CA-2019-138079	22-01-2019	28-01-2019	Standard Class	AJ-10795	Anthony Johnson	Corporate	United States	Washington	West	FUR-FU-10001475	Furniture	Furnishings	"Contract Clock, 14"", Brown"	109.9	5	37.37	0	Online
CA-2019-146318	22-01-2019	27-01-2019	Standard Class	MC-17275	Marc Crier	Consumer	United States	Washington	West	OFF-PA-10003953	Office Supplies	Paper	Xerox 218	12.96	2	6.22	0	Online
CA-2019-125850	22-01-2019	28-01-2019	Standard Class	FP-14320	Frank Preis	Consumer	United States	California	West	OFF-LA-10003498	Office Supplies	Labels	Avery 475	44.4	3	22.2	0	Online
CA-2019-125850	22-01-2019	28-01-2019	Standard Class	FP-14320	Frank Preis	Consumer	United States	California	West	OFF-LA-10004484	Office Supplies	Labels	Avery 476	20.65	5	9.5	0	Online
CA-2019-148208	22-01-2019	27-01-2019	Standard Class	BT-11530	Bradley Talbott	Home Office	United States	Ohio	East	TEC-PH-10004093	Technology	Phones	Panasonic Kx-TS550	110.38	4	-20.24	0	Online
CA-2019-148208	22-01-2019	27-01-2019	Standard Class	BT-11530	Bradley Talbott	Home Office	United States	Ohio	East	TEC-AC-10000171	Technology	Accessories	"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack"	55.18	3	15.86	0	Cards
US-2019-155180	22-01-2019	29-01-2019	Standard Class	TB-21280	Toby Braunhardt	Consumer	United States	New York	East	OFF-BI-10004506	Office Supplies	Binders	Wilson Jones data.warehouse D-Ring Binders with DublLock	26.34	4	9.22	0	Online
CA-2019-113656	23-01-2019	29-01-2019	Standard Class	CB-12415	Christy Brittain	Consumer	United States	California	West	FUR-FU-10000719	Furniture	Furnishings	"DAX Cubicle Frames, 8-1/2 x 11"	59.99	7	21.6	0	Online
US-2019-165505	23-01-2019	27-01-2019	Standard Class	CB-12535	Claudia Bergmann	Corporate	United States	Vermont	East	TEC-AC-10002926	Technology	Accessories	Logitech Wireless Marathon Mouse M705	99.98	2	42.99	0	COD
US-2019-165505	23-01-2019	27-01-2019	Standard Class	CB-12535	Claudia Bergmann	Corporate	United States	Vermont	East	OFF-AR-10003477	Office Supplies	Art	4009 Highlighters	8.04	6	2.73	0	COD
US-2019-165505	23-01-2019	27-01-2019	Standard Class	CB-12535	Claudia Bergmann	Corporate	United States	Vermont	East	OFF-ST-10001526	Office Supplies	Storage	Iceberg Mobile Mega Data/Printer Cart	1564.29	13	406.72	0	Online
CA-2019-109407	24-01-2019	26-01-2019	Second Class	HG-14965	Henry Goldwyn	Corporate	United States	Mississippi	South	OFF-BI-10000285	Office Supplies	Binders	XtraLife ClearVue Slant-D Ring Binders by Cardinal	31.36	4	15.68	0	COD
CA-2019-153346	25-01-2019	27-01-2019	First Class	TB-21355	Todd Boyes	Corporate	United States	New Jersey	East	OFF-AR-10000315	Office Supplies	Art	"Dixon Ticonderoga Maple Cedar Pencil, #2"	9.21	3	2.3	0	COD
CA-2019-153346	25-01-2019	27-01-2019	First Class	TB-21355	Todd Boyes	Corporate	United States	New Jersey	East	OFF-PA-10000007	Office Supplies	Paper	"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6"""	18	5	8.28	0	Cards
CA-2019-168046	25-01-2019	28-01-2019	Second Class	JD-15895	Jonathan Doherty	Corporate	United States	New York	East	OFF-BI-10003676	Office Supplies	Binders	"GBC Standard Recycled Report Covers, Clear Plastic Sheets"	43.12	5	15.09	0	Online
CA-2019-168046	25-01-2019	28-01-2019	Second Class	JD-15895	Jonathan Doherty	Corporate	United States	New York	East	FUR-TA-10001095	Furniture	Tables	Chromcraft Round Conference Tables	313.72	3	-99.35	0	COD
CA-2019-168046	25-01-2019	28-01-2019	Second Class	JD-15895	Jonathan Doherty	Corporate	United States	New York	East	FUR-FU-10000747	Furniture	Furnishings	Tenex B1-RE Series Chair Mats for Low Pile Carpets	45.98	1	7.82	0	Online
CA-2019-168046	25-01-2019	28-01-2019	Second Class	JD-15895	Jonathan Doherty	Corporate	United States	New York	East	OFF-ST-10004337	Office Supplies	Storage	"SAFCO Commercial Wire Shelving, 72h"	428.68	7	0	0	Online
CA-2019-146437	28-01-2019	2/1/2019	Second Class	HG-14965	Henry Goldwyn	Corporate	United States	California	West	OFF-AR-10000588	Office Supplies	Art	Newell 345	39.68	2	10.32	0	COD
CA-2019-164483	30-01-2019	2/3/2019	Standard Class	JF-15490	Jeremy Farry	Consumer	United States	California	West	OFF-BI-10000014	Office Supplies	Binders	Heavy-Duty E-Z-D Binders	17.46	2	5.89	0	COD
CA-2019-153661	30-01-2019	31-01-2019	First Class	SC-20725	Steven Cartwright	Consumer	United States	California	West	OFF-ST-10000675	Office Supplies	Storage	"File Shuttle II and Handi-File, Black"	305.01	9	76.25	0	Online
CA-2019-153661	30-01-2019	31-01-2019	First Class	SC-20725	Steven Cartwright	Consumer	United States	California	West	OFF-BI-10004781	Office Supplies	Binders	GBC Wire Binding Strips	50.78	2	17.77	0	Online
CA-2019-153661	30-01-2019	31-01-2019	First Class	SC-20725	Steven Cartwright	Consumer	United States	California	West	OFF-LA-10004689	Office Supplies	Labels	Avery 512	26.01	9	12.22	0	Online
US-2019-166660	30-01-2019	2/1/2019	Second Class	TB-21250	Tim Brockman	Consumer	United States	Washington	West	FUR-CH-10001190	Furniture	Chairs	Global Deluxe High-Back Office Chair in Storm	435.17	4	-59.84	0	COD
US-2019-166660	30-01-2019	2/1/2019	Second Class	TB-21250	Tim Brockman	Consumer	United States	Washington	West	FUR-BO-10000468	Furniture	Bookcases	O'Sullivan 2-Shelf Heavy-Duty Bookcases	48.58	1	7.77	0	Online
CA-2019-114944	30-01-2019	2/4/2019	Standard Class	HE-14800	Harold Engle	Corporate	United States	Illinois	Central	OFF-PA-10003892	Office Supplies	Paper	Xerox 1943	156.51	4	52.82	0	COD
CA-2019-168032	30-01-2019	2/3/2019	Standard Class	DF-13135	David Flashing	Consumer	United States	Illinois	Central	TEC-PH-10004241	Technology	Phones	Nokia Lumia 1020	1439.97	4	144	0	Online
CA-2019-168032	30-01-2019	2/3/2019	Standard Class	DF-13135	David Flashing	Consumer	United States	Illinois	Central	OFF-BI-10000546	Office Supplies	Binders	Avery Durable Binders	1.73	3	-2.68	0	Cards
CA-2019-168032	30-01-2019	2/3/2019	Standard Class	DF-13135	David Flashing	Consumer	United States	Illinois	Central	FUR-TA-10004256	Furniture	Tables	Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables	626.1	3	-538.45	0	Online
CA-2019-129238	31-01-2019	2/4/2019	Standard Class	SC-20050	Sample Company A	Home Office	United States	California	West	TEC-PH-10004120	Technology	Phones	AT&T 1080 Phone	109.59	1	8.22	0	Cards
CA-2019-129238	31-01-2019	2/4/2019	Standard Class	SC-20050	Sample Company A	Home Office	United States	California	West	OFF-PA-10002764	Office Supplies	Paper	Easy-staple paper	56.7	5	27.78	0	COD
CA-2019-147970	31-01-2019	2/2/2019	Second Class	AB-10150	Aimee Bixby	Consumer	United States	Texas	Central	OFF-PA-10003936	Office Supplies	Paper	Xerox 1994	15.55	3	5.44	0	Cards
CA-2019-158043	31-01-2019	2/4/2019	Second Class	JK-15325	Jason Klamczynski	Corporate	United States	New Jersey	East	OFF-EN-10003134	Office Supplies	Envelopes	Staple envelope	23.36	2	11.68	0	Cards
CA-2019-159891	31-01-2019	2/6/2019	Standard Class	BF-11170	Ben Ferrer	Home Office	United States	Georgia	South	OFF-BI-10003527	Office Supplies	Binders	Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind	1270.99	1	635.5	0	Online
CA-2019-159891	31-01-2019	2/6/2019	Standard Class	BF-11170	Ben Ferrer	Home Office	United States	Georgia	South	OFF-EN-10004483	Office Supplies	Envelopes	"#10 White Business Envelopes,4 1/8 x 9 1/2"	125.36	8	58.92	0	Cards
US-2019-140809	1/2/2019	3/2/2019	First Class	CK-12760	Cyma Kinney	Corporate	United States	Virginia	South	OFF-ST-10002214	Office Supplies	Storage	X-Rack File for Hanging Folders	56.45	5	14.68	0	COD
CA-2019-154067	1/2/2019	7/2/2019	Standard Class	SM-20950	Suzanne McNair	Corporate	United States	California	West	OFF-PA-10002254	Office Supplies	Paper	Xerox 1883	1105.52	4	48.54	0	Online
CA-2019-147431	2/2/2019	7/2/2019	Standard Class	AB-10105	Adrian Barton	Consumer	United States	New York	East	OFF-ST-10003994	Office Supplies	Storage	"Belkin 19"" Center-Weighted Shelf, Gray"	117.96	2	5.9	0	COD
CA-2019-158841	2/2/2019	4/2/2019	Second Class	SE-20110	Sanjit Engle	Consumer	United States	Virginia	South	TEC-MA-10001127	Technology	Machines	"HP Designjet T520 Inkjet Large Format Printer - 24"" Color"	4749.95	5	2799.98	0	COD
CA-2019-158841	2/2/2019	4/2/2019	Second Class	SE-20110	Sanjit Engle	Consumer	United States	Virginia	South	OFF-BI-10002557	Office Supplies	Binders	Presstex Flexible Ring Binders	36.4	8	18.2	0	COD
CA-2019-158841	2/2/2019	4/2/2019	Second Class	SE-20110	Sanjit Engle	Consumer	United States	Virginia	South	FUR-FU-10001731	Furniture	Furnishings	Acrylic Self-Standing Desk Frames	18.69	7	7.1	0	Online
CA-2019-144645	2/2/2019	8/2/2019	Standard Class	NS-18640	Noel Staavos	Corporate	United States	Texas	Central	FUR-FU-10003601	Furniture	Furnishings	"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting"	73.78	2	-77.47	0	COD
CA-2019-118514	3/2/2019	10/2/2019	Standard Class	LC-17050	Liz Carlisle	Consumer	United States	Kentucky	South	FUR-CH-10000015	Furniture	Chairs	Hon Multipurpose Stacking Arm Chairs	866.4	4	225.26	0	COD
CA-2019-117912	4/2/2019	8/2/2019	Standard Class	TB-21520	Tracy Blumstein	Consumer	United States	Arizona	West	FUR-FU-10002088	Furniture	Furnishings	Nu-Dell Float Frame 11 x 14 1/2	14.37	2	3.95	0	COD
CA-2019-150077	4/2/2019	10/2/2019	Standard Class	MS-17365	Maribeth Schnelling	Consumer	United States	Maryland	East	TEC-PH-10002890	Technology	Phones	AT&T 17929 Lendline Telephone	90.48	2	23.52	0	COD
CA-2019-101189	4/2/2019	9/2/2019	Standard Class	JB-15400	Jennifer Braxton	Corporate	United States	California	West	OFF-ST-10004180	Office Supplies	Storage	Safco Commercial Shelving	93.02	2	3.72	0	COD
US-2019-108504	5/2/2019	5/2/2019	Same Day	PP-18955	Paul Prost	Home Office	United States	Georgia	South	OFF-ST-10002344	Office Supplies	Storage	"Carina 42""Hx23 3/4""W Media Storage Unit"	80.98	1	1.62	0	COD
US-2019-108504	5/2/2019	5/2/2019	Same Day	PP-18955	Paul Prost	Home Office	United States	Georgia	South	OFF-PA-10001289	Office Supplies	Paper	White Computer Printout Paper by Universal	348.84	9	170.93	0	Online
US-2019-108504	5/2/2019	5/2/2019	Same Day	PP-18955	Paul Prost	Home Office	United States	Georgia	South	OFF-FA-10000053	Office Supplies	Fasteners	Revere Boxed Rubber Bands by Revere	9.45	5	0.19	0	Online
US-2019-108504	5/2/2019	5/2/2019	Same Day	PP-18955	Paul Prost	Home Office	United States	Georgia	South	FUR-FU-10004091	Furniture	Furnishings	"Eldon 200 Class Desk Accessories, Black"	18.84	3	7.16	0	Online
US-2019-108504	5/2/2019	5/2/2019	Same Day	PP-18955	Paul Prost	Home Office	United States	Georgia	South	FUR-BO-10004015	Furniture	Bookcases	"Bush Andora Bookcase, Maple/Graphite Gray Finish"	239.98	2	52.8	0	COD
US-2019-108504	5/2/2019	5/2/2019	Same Day	PP-18955	Paul Prost	Home Office	United States	Georgia	South	OFF-EN-10003001	Office Supplies	Envelopes	Ames Color-File Green Diamond Border X-ray Mailers	167.96	2	78.94	0	COD
US-2019-108504	5/2/2019	5/2/2019	Same Day	PP-18955	Paul Prost	Home Office	United States	Georgia	South	TEC-PH-10000215	Technology	Phones	Plantronics Cordless Phone Headset with In-line Volume - M214C	104.85	3	28.31	0	COD
US-2019-108504	5/2/2019	5/2/2019	Same Day	PP-18955	Paul Prost	Home Office	United States	Georgia	South	TEC-PH-10003645	Technology	Phones	Aastra 57i VoIP phone	484.83	3	126.06	0	COD
US-2019-108504	5/2/2019	5/2/2019	Same Day	PP-18955	Paul Prost	Home Office	United States	Georgia	South	OFF-PA-10000357	Office Supplies	Paper	"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11"	122.97	3	60.26	0	Online
US-2019-108504	5/2/2019	5/2/2019	Same Day	PP-18955	Paul Prost	Home Office	United States	Georgia	South	OFF-ST-10004804	Office Supplies	Storage	"Belkin 19"" Vented Equipment Shelf, Black"	154.44	3	1.54	0	COD
US-2019-108504	5/2/2019	5/2/2019	Same Day	PP-18955	Paul Prost	Home Office	United States	Georgia	South	OFF-PA-10003892	Office Supplies	Paper	Xerox 1943	342.37	7	160.91	0	COD
CA-2019-100993	5/2/2019	10/2/2019	Standard Class	AZ-10750	Annie Zypern	Consumer	United States	California	West	OFF-LA-10003223	Office Supplies	Labels	Avery 508	14.73	3	7.22	0	COD
CA-2019-100993	5/2/2019	10/2/2019	Standard Class	AZ-10750	Annie Zypern	Consumer	United States	California	West	OFF-ST-10004340	Office Supplies	Storage	"Fellowes Mobile File Cart, Black"	186.54	3	50.37	0	Online
CA-2019-100993	5/2/2019	10/2/2019	Standard Class	AZ-10750	Annie Zypern	Consumer	United States	California	West	FUR-TA-10001095	Furniture	Tables	Chromcraft Round Conference Tables	557.73	4	6.97	0	COD
CA-2019-100993	5/2/2019	10/2/2019	Standard Class	AZ-10750	Annie Zypern	Consumer	United States	California	West	TEC-PH-10001448	Technology	Phones	Anker Astro 15000mAh USB Portable Charger	159.97	4	-31.99	0	COD
CA-2019-125017	6/2/2019	11/2/2019	Standard Class	KB-16240	Karen Bern	Corporate	United States	Tennessee	South	FUR-FU-10000723	Furniture	Furnishings	"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting"	132.22	4	-18.18	0	COD
CA-2019-106894	7/2/2019	7/2/2019	Same Day	CA-12265	Christina Anderson	Consumer	United States	Virginia	South	TEC-AC-10003063	Technology	Accessories	Micro Innovations USB RF Wireless Keyboard with Mouse	100	4	21	0	COD
CA-2019-106894	7/2/2019	7/2/2019	Same Day	CA-12265	Christina Anderson	Consumer	United States	Virginia	South	OFF-LA-10001045	Office Supplies	Labels	Permanent Self-Adhesive File Folder Labels for Typewriters by Universal	7.83	3	3.6	0	COD
CA-2019-161662	7/2/2019	9/2/2019	First Class	BE-11410	Bobby Elias	Consumer	United States	Ohio	East	OFF-PA-10003465	Office Supplies	Paper	Xerox 1912	30.35	2	10.62	0	Online
CA-2019-135461	7/2/2019	10/2/2019	Second Class	EB-13975	Erica Bern	Corporate	United States	California	West	TEC-PH-10004094	Technology	Phones	Motorola L703CM	623.96	5	39	0	COD
